Artist,Song Title,Genre,Lyrics,category
Maroon-5,Cold,Salsa y Tropical,"Cold enough to chill my bones
It feels like I don't know you anymore
I don't understand why you're so cold to me
With every breath you breathe
I see there's something going on
I don't understand why you're so cold

Are we taking time or a time out?
I can't take the in between
Asking me for space here in my house
You know how to fuck with me

Acting like we're not together
After everything that we've been through
Sleeping up under the covers
How am I so far away from you?

Distant when we're kissing
Feel so different
Baby tell me how did you get so",1
Maroon-5,Girls Like You (Cardi B Version),Pop,"Spent 24 hours
I need more hours with you
You spent the weekend
Getting even, ooh

We spent the late nights
Making things right between us
But now it's all good, babe
Roll that backwood, babe, and play me close (Yeah)

'Cause girls like you
Run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah, yeah

Girls like you
Love fun, and yeah, me too
What I want when I come through
I need a girl like you, yeah, yeah

Yeah, yeah, yeah, yeah, yeah, yeah
I need a girl like you, yeah, yeah
Yeah yeah yeah, yeah, yeah, yeah
I need a girl like you

I spent last night
On the last flight to you (Ay)
Took a whole day up
Tryna get way up, ooh",1
Maroon-5,Best 4 U,Pop,"Yeah another night out
I get drunk, I get high
Then you call and I lie
And I say I'm on my way now
Yeah, I say I'm on my way now

Show up when it's lights out
When you're dressing for work
And I'm mumbling words
I don't know what to say now
No, I don't know what to say now

You tell me I don't care
Tell me I never try
I said I'm sorry
Maybe a million times
It's gonna hurt you
If I don't say goodbye
You don't believe me
You don't believe me

I just want the best for you
I just want the best for you
But I'm just not the best for you
You don't want
What I'm gonna put you through

I just want the best for you
I just want the best for you
But I'm just not the best for you
You don't want
What I'm gonna put you through

Oh oh oh no baby
Oh oh oh no baby
Oh oh oh oh baby
You don't want
What I'm gonna put you through",1
Maroon-5,What Lovers Do,Pop,"Say say say, hey hey now, baby
Oh mama, don't play now, baby
Say say say, hey hey now, baby
Said let's get one thing straight now, baby

Tell me, tell me if you love me or not
Love me or not, love me or not
I'll bet the house on you, am I lucky or not
Lucky or not, lucky or not?
You gotta tell me if you love me or not
Love me or not, love me or not
Been wishin' for you, am I lucky or not
Lucky or not, lucky or not?

Ooh-ooh-ooh-ooh-ooh
Been wishin' for you
Ooh, ooh
Tryna do what lovers do, ooh
Ooh-ooh-ooh-ooh-ooh
Been wishin' for you
Ooh, ooh
Tryna do what lovers do, ooh

Say say say, hey hey now, baby
You gon' make me hit you with that laydown, baby (oh)
Oh, say say say, hey hey now, baby",1
Maroon-5,Wait,Pop,"Dirty looks from your mother
Never seen you in a dress that color, no
It's a special occasion
Not invited but I'm glad I made it

Oh, let me apologize
I'll make up, make up, make up, make up for all those times
Your love, I don't wanna lose
I'm beggin', beggin', beggin', beggin', begging you

Wait, can you turn around, can you turn around?
Just wait, can we work this out, can we work this out?
Just wait, can you call me please? 'Cause I wanna be with you
Oh, wait, can you turn around, can you turn around?
Just wait, can we work this out, can we work this out?",1
Maroon-5,Lips On You,Pop,"You keep me connected to you, like I was your shadow
You're givin' me answers to all of my questions here on my pillow, oh
Can't nothing get in between us, baby
We've been waiting on this moment for so long
You wanna be reckless, restless, right until tomorrow
Wait

When I put my lips on you
I feel the shivers go up and down your spine for me
Make you cry for me
When I put my lips on you
I hear your voice echoing all through the night for me
Baby, cry for me
When I put my lips on you (when I, when I, when I)
When I put my lips on you (when I, when I, when I)",1
Maroon-5,Bet My Heart,Pop,"It's not time for conversation, no
I don't want to complicate this for you
And I leave them other girls alone
If you'll be the one that I come home to

All of my love, all of my love
My time, my attention
My patience, I'm giving it all
All the above, all the above
No this ain't the way
That I usually play this
No, no

Would I lose
If I bet my heart on you?
Would I lose
If I bet my heart on you?
I don't wanna slow down
Won't you let me know now
Would I lose, oh
If I bet my heart on you?
(Bet my heart on)",1
Maroon-5,Help Me Out,Pop,"I'm getting kind of over this
I need a metamorphosis
Are you awake as me?
If not, do you wanna be?

Ooh, I need some temporary saving
Ooh, I need some, some uncomplicating

Help me out
'Cause I don't wanna do this on my own
Help me out, out
Help me out
'Cause I need something up to calm me down
Help me out, out

I don't mean to bother you
But there's something that I want from you
Distract me from thinking too much, hm
Loose ends all tied up with a touch",1
Maroon-5,Who I Am,Pop,"Hello, is this thing on?
My man
See this one goes out to all the lovers
Lovers' lovers that is
Who spend their nights and days under covers
Girl, the sun could burn out
But shell still shine
Oh, yeah

No, don't ask me if I love you
'Cause I'm sure as the night is long
And don't ask me if I need you
'Cause I'm sure that the time will come

Oh, oh, hey, baby, this is who I am
I shouldn't have to say it for you to understand
'Cause you already got me in the palm of your hand
Just wait a couple lifetimes and ask me again

Ooh ooh ooh, ay
Ooh ooh ooh, ay",1
Maroon-5,Whiskey,Pop,"Leaves are fallin', it's September
The night came in and made her shiver
I told her she could have my jacket
Wrapped it tight around her shoulders
And I was so young 'til she kissed me
Like a whiskey, like a whiskey

I never knew that love was blind
'Til I was hers, but she was never mine
Yeah, I was reckless
But I let it burn, I let it burn, yeah
The feelin', it was bittersweet
Realizin' I was in too deep
She was a lesson
I had to learn, I had to learn, yeah

I used to try to forget her
But now I smile when I remember
Ooh

Leaves are fallin' in September
The night came in and made her shiver
I told her she could have my jacket
Wrapped it tight around her shoulders",1
Maroon-5,Girls Like You,Pop,"Spent 24 hours, I need more hours with you
You spent the weekend getting even, ooh
We spent the late nights making things right between us

But now it's all good, babe
Roll that back wood, babe
And play me close

'Cause girls like you run 'round with guys like me
'Til sun down when I come through
I need a girl like you, yeah yeah
Girls like you love fun and, yeah, me too
What I want when I come through
I need a girl like you, yeah yeah

Yeah yeah yeah, yeah yeah yeah
I need a girl like you, yeah yeah
Yeah yeah yeah, yeah yeah yeah
I need a girl like you

I spent last night on the last flight to you (ey ya)
Took a whole day up trying to get way up, ooh",1
Maroon-5,Closure,Pop,"You come over to tell that it's over
Say you want to do this face to face
Bottle opens, we pour out our emotions
Knew that if you came here you would stay

If you want closure
Come on and close that door
I know, I know, I know
What you really came for
If you want closure
Come on and close that door
I know, I know, I know
What you really came for
I know what you want, baby
What you really came for
Closure
I know what you want, baby
Know what you came here for
Closure

How did we end up in this situation?",1
Maroon-5,Denim Jacket,Pop,"You're standing there with your cigarette
Looking at me like we've never met
I know I fucked up
So I'll take the blame
And I don't expect you, to let me explain
You can't forgive, I can't forget

I know you are just too different now

But I miss you and that denim jacket
I let you get away, I let you get away
Do you still wear that denim jacket?
I let you get away, I let you get away
'Cause the color of that blue sky
Just reminds me of our goodbye
Do you still wear the denim jacket?
I let you get away, I let you get away

Now someone else is taking you home, yeah
Hands on the waist I used to hold, ooh ooh
And I know it's my fault",1
Maroon-5,Visions,Pop,"I keep seeing visions of you
Visions of, visions of you
I keep getting stuck in this day
Stuck in this déjà-vu

It's like I'm never riding solo
I feel you walking in my shadow
Never hit me quite like that though
'Cause now I'm under your spell
Late nights and I can't sleep
Choked up and I can't breathe
No one that can save me
'Cause now I'm under your spell

I keep seeing visions of you
Visions of, visions of you
I keep getting stuck in this day
Stuck in this déjà-vu
Even in my darkest hour
Even when I know it can't be true
I keep seeing visions of you
Visions of, visions of you

Oh oh oh oh, oh oh oh
Oh oh oh oh, oh oh oh
Oh oh oh oh, oh oh oh
(I keep seeing visions of you)",1
Maroon-5,Plastic Rose,Pop,"All I gave to you
Was my heart, my keys, my bed, my home
All I gave to you
Was my time, my green, my favorite jeans
And everything you choose

Tell me ho-ho-how, how, ho-ho-how
Can you take all that?
Can you take all that?
Tell me ho-ho-how, how, ho-ho-how
Oh, can you take all that?
And give one thing back?
Woah, oh

Baby, all you gave me was
Baby, all you gave me was a plastic, plastic
How'd you make it feel like love?
Baby, all you gave me was a plastic rose

Baby, all you gave me was (all you gave me was)
Baby, all you gave me was a plastic, plastic",1
Maroon-5,Don't Wanna Know,Pop,"I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, no

I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, oh
I don't wanna know

Wasted
And the more I drink, the more I think about you
Oh, no-no, I can't take it
Baby, every place I go reminds me of you

Do you think of me, of what we used to be?
Is it better now that I'm not around?
My friends are actin' strange, they don't bring up your name
Are you happy now? Are you happy now?

I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, no

I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so",1
Maroon-5,Cold,Salsa y Tropical,"Cold enough to chill my bones
It feels like I don't know you anymore
I don't understand why you're so cold to me
With every breath you breathe
I see there's something going on
I don't understand why you're so cold

Are we taking time or a time out?
I can't take the in between
Asking me for space here in my house
You know how to fuck with me

Acting like we're not together
After everything that we've been through
Sleeping up under the covers
How am I so far away from you?

Distant when we're kissing
Feel so different
Baby tell me how did you get so",1
Maroon-5,Moves Like Jagger (Live In Manchester),Pop,"Oh, nah
Oh

Just shoot for the stars
If it feels right, then aim for my heart
If you feel like and take me away
And make it okay
I swear I'll behave

You wanted control, so we waited
I put on a show, now I'm naked
You say I'm a kid
My ego is big
I don't give a shit

And it goes like this, uh

Take me by the tongue and I'll know you (uh)
Kiss me 'til you're drunk and I'll show you
You want the moves like Jagger
I've got them moves like Jagger
I've got them moves like Jagger (uh)

I don't need to try to control you (uh)
Look into my eyes and I'll own you
With them moves like Jagger",1
Maroon-5,Stereo Hearts (Live In Manchester),Pop,"My heart's a stereo
It beats for you, so listen close
Hear my thoughts in every note, oh oh

Make me your radio
Turn me up when you feel low
This melody was meant for you
Just sing along to my stereo

If I was just another dusty record on the shelf
Would you blow me off and play me like everybody else?
If I ask you to scratch my back, could you handle that?
Like yikky-yeah check it Travie, I can handle that
Furthermore, I apologize for any skipping tracks
It's just the last girl that played me left a couple cracks
I used to, used to, used to, used to, now I'm over that
'Cause holding grudges over love is ancient artifacts

If I could only find a note to make you understand
I'd sing it softly in your ear and grab you by the hand
Just keep me stuck inside your head, like your favorite tune
And know my heart's a stereo that only plays for you, yeah

My heart's a stereo
It beats for you, so listen close
Hear my thoughts in every note, oh oh",1
Maroon-5,Animals (Live In Manchester),Pop,"Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals
Like animals-mals
Maybe you think that you can hide
I can smell your scent for miles
Just like animals, animals
Like animals-mals
Baby, I'm

So what you trying to do to me
It's like we can't stop, we're enemies
But we get along when I'm inside you, yeah
You're like a drug that's killing me
I cut you out entirely
But I get so high when I'm inside you

Yeah, you can start over, you can run free
You can find other fish in the sea
You can pretend it's meant to be
But you can't stay away from me
I can still hear you making that sound
Taking me down, rolling on the ground
You can pretend that it was me
But no, oh

Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals
Like animals-mals
Maybe you think that you can hide
I can smell your scent for miles",1
Maroon-5,Daylight (Live In Manchester),Pop,"Ooh oh oh, ooh oh oh
Ooh oh oh, oh oh oh oh oh
Ooh oh oh, ooh oh oh
Ooh oh oh, oh oh oh oh oh
Ooh oh oh, ooh oh oh
Ooh oh oh, oh oh oh oh oh
Ooh oh oh, ooh oh oh
Ooh oh oh, oh oh oh oh oh

Here I am waiting
I'll have to leave soon
Why am I holding on?
We knew this day would come
We knew it all along
How did it come so fast?
This is our last night but it's late
And I'm trying not to sleep
'Cause I know, when I wake, I will have to slip away

And when the daylight comes I'll have to go
But tonight I'm gonna hold you so close
'Cause in the daylight we'll be on our own
But tonight I need to hold you so close",1
Maroon-5,Maps (Live In Manchester),Pop,"Ooh
Aooh
Aooh

I miss the taste of a sweeter life
I miss the conversation
I'm searching for a song tonight
I'm changing all of the stations

I like to think that we had it all
We drew a map to a better place
But on that road I took a fall
Oh, baby, why did you run away?

I was there for you
In your darkest times
I was there for you
In your darkest nights

But I wonder, where were you?
When I was at my worst
Down on my knees
And you said you had my back
And I wonder, where were you?
When all the roads you took came back to me
So I'm following the map that leads to you

The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following to you",1
Maroon-5,This Love (Live In Manchester),Pop,"I was so high I did not recognize
The fire burning in her eyes
The chaos that controlled my mind
Whispered goodbye as she got on a plane
Never to return again but always in my heart, oh

This love has taken its toll on me
She said goodbye too many times before
Her heart is breakin' in front of me
And I have no choice, 'cause I won't say goodbye anymore
Whoa, whoa, whoa

One more time, you're ready?
Whoa, whoa, whoa
Yeah
Wooh ooh

I was so high I did not recognize
The fire burning in her eyes
The chaos that controlled my mind
Whispered goodbye as she got on a plane",1
Maroon-5,Girls Like You (Cardi B Version),Pop,"Spent 24 hours
I need more hours with you
You spent the weekend
Getting even, ooh

We spent the late nights
Making things right between us
But now it's all good, babe
Roll that backwood, babe, and play me close (Yeah)

'Cause girls like you
Run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah, yeah

Girls like you
Love fun, and yeah, me too
What I want when I come through
I need a girl like you, yeah, yeah

Yeah, yeah, yeah, yeah, yeah, yeah
I need a girl like you, yeah, yeah
Yeah yeah yeah, yeah, yeah, yeah
I need a girl like you

I spent last night
On the last flight to you (Ay)
Took a whole day up
Tryna get way up, ooh",1
Maroon-5,This Love,Pop,"I was so high, I did not recognize
The fire burning in her eyes
The chaos that controlled my mind
Whispered goodbye as she got on a plane
Never to return again but always in my heart, oh

This love has taken its toll on me
She said goodbye too many times before
And her heart is breakin' in front of me
And I have no choice
'Cause I won't say goodbye anymore

Whoa
Whoa
Whoa

I tried my best to feed her appetite
Keep her coming every night",1
Maroon-5,Payphone,Pop,"I'm at a payphone trying to call home
All of my change I spent on you
Where have the times gone?
Baby, it's all wrong
Where are the plans we made for two?

Yeah, I, I know it's hard to remember
The people we used to be
It's even harder to picture
That you're not here next to me

You say it's too late to make it
But is it too late to try?
And in our time that you wasted
All of our bridges burned down

I've wasted my nights
You turned out the lights
Now I'm paralyzed
Still stuck in that time, when we called it love
But even the sun sets in paradise

I'm at a payphone, trying to call home
All of my change I spent on you
Where have the times gone?
Baby, it's all wrong
Where are the plans we made for two?

If ""happy ever after"" did exist
I would still be holding you like this
All those fairy tales are full of shit",1
Maroon-5,She Will Be Loved,Pop,"Beauty queen of only 18
She had some trouble with herself
He was always there to help her
She always belonged to someone else

I drove for miles and miles
And wound up at your door
I've had you so many times
But somehow, I want more

I don't mind spending every day
Out on your corner in the pouring rain
Look for the girl with the broken smile
Ask her if she wants to stay a while

And she will be loved
And she will be loved

Tap on my window, knock on my door, I
Want to make you feel beautiful",1
Maroon-5,One More Night,Pop,"Ooh, ooh ooh ooh, ooh, ooh, ooh, ooh

You and I go hard
At each other like we're going to war
You and I go rough
We keep throwing things and slamming the doors
You and I get so damn dysfunctional we stop keeping score
You and I get sick
Yeah, I know that we can't do this no more, yeah

But baby, there you go again, there you go again making me love you
Yeah, I stopped using my head, using my head
Let it all go
Got you stuck on my body, on my body like a tattoo
And now I'm feeling stupid, feeling stupid crawling back to you

So I cross my heart, and I hope to die
That I'll only stay with you one more night
And I know, I said it a million times
But I'll only stay with you one more night

Try to tell you, ""No""
But my body keeps on telling you, ""Yes""",1
Maroon-5,Moves Like Jagger,Pop,"Oh, nah
Oh

Just shoot for the stars
If it feels right, then aim for my heart
If you feel like and take me away
And make it okay
I swear I'll behave

You wanted control, so we waited
I put on a show, now I'm naked
You say I'm a kid
My ego is big
I don't give a shit

And it goes like this, uh

Take me by the tongue and I'll know you (uh)
Kiss me 'til you're drunk and I'll show you
You want the moves like Jagger
I've got them moves like Jagger
I've got them moves like Jagger (uh)

I don't need to try to control you (uh)
Look into my eyes and I'll own you
With them moves like Jagger",1
Maroon-5,Wake Up Call,Pop,"I didn't hear what you were saying
I live on raw emotion, baby
I answer questions, never maybe

And I'm not kind if you betray me
So, who the hell are you to save me?
I never would have made it, babe

If you needed love
Well, then, ask for love
Could have given love
Now I'm taking love
And it's not my fault
'Cause you both deserve
What's coming now
So, don't say a word

Wake up call
Caught you in the morning with another one in my bed
Don't you care about me anymore?
Don't you care about me?
I don't think so
Six foot tall
Came without a warning, so I had to shoot him dead
He won't come around here anymore
Come around here?
I don't think so

Would have bled to make you happy
You didn't need to treat me that way",1
Maroon-5,Misery,Pop,"Oh-yeah
Oh-yeah

So scared of breaking it
That you won't let it bend
And I wrote two hundred letters
I will never send

Sometimes these cuts
Are so much deeper then they seem
You'd rather cover up
I'd rather let them bleed

So let me be
And I'll set you free, oh-yeah

I am in misery
There ain't nobody
Who can comfort me, oh-yeah
Why won't you answer me?
The silence is slowly killing me, oh-yeah

Girl you really got me bad
You really got me bad
Now I'm gonna get you back
I'm gonna get you back

Your salty skin and how
It mixes in with mine
The way it feels to be
Completely intertwined",1
Maroon-5,Maps,Pop,"I miss the taste of a sweeter life
I miss the conversation
I'm searching for a song tonight
I'm changing all of the stations

I like to think that we had it all
We drew a map to a better place
But on that road, I took a fall
Oh baby, why did you run away?

I was there for you in your darkest times
I was there for you in your darkest night

But I wonder, where were you?
When I was at my worst down on my knees
And you said you had my back
So I wonder, where were you?
When all the roads you took came back to me
So I'm following the map that leads to you

The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following to you

The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following",1
Maroon-5,Animals,Pop,"Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals
Like animals-mals

Maybe you think that you can hide
I can smell your scent for miles
Just like animals, animals
Like animals-mals, baby, I'm",1
Maroon-5,Daylight,Soft Rock,"Here I am waiting
I'll have to leave soon
Why am I holding on?
We knew this day would come
We knew it all along
How did it come so fast?

This is our last night but it's late
And I'm trying not to sleep
'Cause I know when I wake, I will have to slip away

And when the daylight comes I'll have to go
But tonight I'm gonna hold you so close
'Cause in the daylight we'll be on our own
But tonight I need to hold you so close
Oh-woah, oh-woah, oh-woah-oh-oh-oh-oh-oh
Oh-woah, oh-woah, oh-woah-oh-oh-oh-oh-oh",1
Maroon-5,Sugar,Pop,"I'm hurtin', baby, I'm broken down
I need your lovin', lovin', I need it now
When I'm without you, I'm somethin' weak
You got me beggin', beggin', I'm on my knees, yeah (hey)

I don't wanna be needing your love (hey)
I just wanna be deep in your love (hey)
And it's killin' me when you're away, ooh, baby (hey)
'Cause I really don't care where you are (hey)
I just wanna be there where you are (hey)
And I gotta get one little taste

Your sugar, yes, please
Won't you come and put it down on me?
I'm right here 'cause I need
Little love and little sympathy
Yeah, you show me good lovin', make it alright
Need a little sweetness in my life
Your sugar, yes, please
Won't you come and put it down on me? (Ayy, uh, uh)

My broken pieces, you pick 'em up
Don't leave me hangin', hangin', come give me some",1
Maroon-5,Maps,Pop,"I miss the taste of a sweeter life
I miss the conversation
I'm searching for a song tonight
I'm changing all of the stations

I like to think that we had it all
We drew a map to a better place
But on that road, I took a fall
Oh baby, why did you run away?

I was there for you in your darkest times
I was there for you in your darkest night

But I wonder, where were you?
When I was at my worst down on my knees
And you said you had my back
So I wonder, where were you?
When all the roads you took came back to me
So I'm following the map that leads to you

The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following to you

The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following",1
Maroon-5,Animals,Pop,"Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals
Like animals-mals

Maybe you think that you can hide
I can smell your scent for miles
Just like animals, animals
Like animals-mals, baby, I'm",1
Maroon-5,It Was Always You,Pop,"Woke up sweating from a dream
With a different kind of feeling (woah)
All day long my heart was beating
Searching for the meaning (woah)

Hazel eyes, I was so colour blind
We were just wasting time, uh-oh, yeah
For my whole life, we never crossed the line
Only friends in my mind but now I realise

It was always you
Can't believe I could not see it all this time, all this time
It was always you
Now I know why my heart wasn't satisfied, satisfied
It was always you, you
No more guessing who
Looking back now I know it was always you, always you",1
Maroon-5,Unkiss Me,Pop,"If you respect me
Don't protect me
You can tell me, I can handle it
Stop pretending, 'cause we're going down
If you let go, then just let go
It's disrespectful how you've handled this
Never ending, kinda run around

I lie to my heart 'cause I thought you felt it
You can't light a fire, if the candle's melted
No you don't have to love me
If you don't wanna
Don't act like I mean nothing
But if you're gonna
Well, when you're better off

Unkiss me, untouch me
Untake this heart
And I'm missing
Just one thing",1
Maroon-5,Sugar,Pop,"I'm hurtin', baby, I'm broken down
I need your lovin', lovin', I need it now
When I'm without you, I'm somethin' weak
You got me beggin', beggin', I'm on my knees, yeah (hey)

I don't wanna be needing your love (hey)
I just wanna be deep in your love (hey)
And it's killin' me when you're away, ooh, baby (hey)
'Cause I really don't care where you are (hey)
I just wanna be there where you are (hey)
And I gotta get one little taste

Your sugar, yes, please
Won't you come and put it down on me?
I'm right here 'cause I need
Little love and little sympathy
Yeah, you show me good lovin', make it alright
Need a little sweetness in my life
Your sugar, yes, please
Won't you come and put it down on me? (Ayy, uh, uh)

My broken pieces, you pick 'em up
Don't leave me hangin', hangin', come give me some",1
Maroon-5,Leaving California,Pop,"You got in so late, it's sunday morning
Said that you were leaving, letting go of us
Where did we go wrong, oh

And now you say you're leaving California
Gotta head back East and want to leave tonight
Pack your things and go

But if you run now
Wait, I won't be alright",1
Maroon-5,In Your Pocket,Pop,"Say what you're mad at me for, me for
Yeah, why you talk that evil, yeah
That's not the way you show love, show love
No love, no love, no, no

Say what you're crying at me for, me for
Try to control your ego, yeah
That's not the way you show love, show love
No love, no love, no, no

'Cause I got all the things I wanna say
But nothing's coming out
And all the times I came to you
I never ever lied

Show me that phone in your pocket, girl
Show me that phone in your pocket

So wait, you think that I don't know what this is really all about?
It should be really easy
If you have nothing to hide
Show me that phone in your pocket, girl
Show me that phone in your pocket

So what you spying on me for, me for?
Tell me what you're looking for, yeah
This shit you're saying is so low, so low
No love, no love, no, no",1
Maroon-5,New Love,Pop,"I'll be your sun and your moon tonight
Yeah, I can be whatever you like, ooh-ooh-ooh
I was alone, but I'm ready to feel
I wanna show you my feelings are real, yeah
All this time, I've been living it up
And every night, I'd be falling in love, ooh-ooh-ooh
Yeah, but I'm finally seeing the light
Falling in love with you every night, yeah

But if I ever let you down
If I ever let you down
Forgive me, forgive me now
Would it kill you to forgive me now?
But if I ever let you down
If I ever let you down
Forgive me, forgive me now
Would it kill you to forgive me?

This is a new love
This is a new love
This is a new love
Would it kill you to forgive me?

What the fuck? I got nothing to lose",1
Maroon-5,Feelings,Disco,"Oh yeah, you and me and all that wine
Loosen my tie, lie down, let's fly
Every guy that passes by
(Look at her, look at her, oh)
And you say that it's not right
But where does he think you are tonight?
Does he know your nasty side?
(Look at her, look at her, oh)

If you want me, take me home and let me use you
I know he doesn't satisfy you like I do
And does he know that there's nobody quite like you
So let me tell you all the things he never told you
(Yeah!)

I got these feelings for you
And I can't help myself no more
Can't fight these feelings for you
No, I can't help myself no more
I, I, I",1
Maroon-5,My Heart Is Open,Pop,"I know you're scared, ooh, I can feel it
It's in the air, I know you feel that too
But take a chance on me, you won't regret it, no
One more 'no' and I'll believe you
I'll walk away and I will leave you be
And that's the last time you'll say no, say no to me

It won't take me long to find another lover, but I want you
I can't spend another minute getting over loving you

You don't ever say, yeah
Let me hear you say, yeah
Wanna hear you say, yea-yea-yeah
'Cause my heart is open

Now you gotta say, yeah",1
Maroon-5,This Summer,Pop,"This summer's gonna hurt like a motherfucker
Fucker

This summer's gonna hurt like a motherfucker
Fucker
Her body's hot
Her body's like the summer
I'm in a trance or something
Her mind is not
No

As sharp as all her diamonds
She must be smoking something
I see her dancing in the streets
Sipping champagne on the beach
So expensive when she eats
'Cause she's so fancy
I see her when I go to sleep
I check my phone when I am weak

She never posts anything deep
'Cause she's so fancy

This summer's gonna hurt like a motherfucker",1
Imagine-Dragons,Follow You,Pop,"You know I got your number, number all night
I'm always on your team, I got your back, alright
Taking those, taking those losses if it treats you right
I wanna put you into the spotlight

If the world would only know what you've been holding back
Heart attacks every night
Oh, you know it's not right

I will follow you way down wherever you may go
I'll follow you way down to your deepest low
I'll always be around wherever life takes you
You know I'll follow you

Call you up, you've been crying, crying all night
You're only disappointed in yourself, alright",1
Imagine-Dragons,Bad Liar,Electronic,"Oh, hush, my dear, it's been a difficult year
And terrors don't prey on innocent victims
Trust me, darlin', trust me darlin'

It's been a loveless year
I'm a man of three fears
Integrity, faith and crocodile tears
Trust me, darlin', trust me, darlin'

Look me in the eyes, tell me what you see
Perfect paradise, tearin' at the seams
I wish I could escape it, I don't wanna fake it
Wish I could erase it, make your heart believe

But I'm a bad liar, bad liar
Now you know, now you know
I'm a bad liar, bad liar
Now you know, you're free to go",1
Imagine-Dragons,Bad Liar,Electronic,"Oh, hush, my dear, it's been a difficult year
And terrors don't prey on innocent victims
Trust me, darlin', trust me darlin'

It's been a loveless year
I'm a man of three fears
Integrity, faith and crocodile tears
Trust me, darlin', trust me, darlin'

Look me in the eyes, tell me what you see
Perfect paradise, tearin' at the seams
I wish I could escape it, I don't wanna fake it
Wish I could erase it, make your heart believe

But I'm a bad liar, bad liar
Now you know, now you know
I'm a bad liar, bad liar
Now you know, you're free to go",1
Imagine-Dragons,Next To Me,Pop,"Something about the way that you walked into my living room
Casually and confident lookin' at the mess I am
But still you, still you want me

Stress lines and cigarettes, politics, and deficits
Late bills and overages, screamin' and hollerin'
But still you, still you want me

Oh, I always let you down
You're shattered on the ground
Still, I find you there
Next to me
And oh, stupid things I do
I'm far from good, it's true
But still, I find you
Next to me",1
Imagine-Dragons,Whatever It Takes,Electronic,"Falling too fast to prepare for this
Tripping in the world could be dangerous
Everybody circling is vulturous
Negative, nepotist

Everybody waiting for the fall of man
Everybody praying for the end of times
Everybody hoping they could be the one
I was born to run, I was born for this

Whip, whip
Run me like a racehorse
Hold me like a ripcord
Break me down and build me up
I wanna be the slip, slip
Word upon your lip, lip
Letter that you rip, rip
Break me down and build me up

Whatever it takes
'Cause I love the adrenaline in my veins
I do whatever it takes
'Cause I love how it feels when I break the chains
Whatever it takes
Yeah, take me to the top, I'm ready for
Whatever it takes
'Cause I love the adrenaline in my veins",1
Imagine-Dragons,Believer,Electronic,"First things first, I'ma say all the words inside my head
I'm fired up, and tired of the way that things have been, oh-ooh
The way that things have been, oh-ooh
Second thing second, don't you tell me what you think that I can be
I'm the one at the sail, I'm the master of my sea, oh-ooh
The master of my sea, oh-ooh

I was broken from a young age
Taking my sulking to the masses
Writing my poems for the few
That look at me, took to me, shook to me, feelin' me
Singing from heartache from the pain
Taking my message from the veins
Speaking my lesson from the brain
Seeing the beauty through the

Pain!
You made me a, you made me a believer, believer

Pain!
You break me down, and build me up, believer, believer
Pain!",1
Imagine-Dragons,Walking The Wire,Pop,"Do you feel the same when I'm away from you? (Ooh-ooh, ooh-ooh)
Do you know the line that I'd walk for you? (Ooh-ooh, ooh-ooh)
We could turn around or we could give it up
But we'll take what comes, take what comes

Oh, the storm is raging against us now (ooh-ooh, ooh-ooh)
If you're afraid of falling, then don't look down (ooh-ooh, ooh-ooh)
But we took the step, oh, we took the leap
And we'll take what comes, take what comes

Feel the wind in your hair
Feel the rush way up here

We're walking the wire, love
We're walking the wire, love
We couldn't be higher, up
We're walking the wire, wire, wire

There's nights we had to just walk away (ooh-ooh, ooh-ooh)",1
Imagine-Dragons,Thunder,Electronic,"Just a young gun with a quick fuse
I was uptight, wanna let loose
I was dreaming of bigger things and
Wanna leave my own life behind
Not a ""Yes, sir"", not a follower
Fit the box, fit the mold, have a seat
In the foyer, take a number
I was lightning before the thunder (thunder)

Thunder, thunder, thun-
Thunder, th-th-thunder, thunder
Thunder, thunder, thun-
Thunder, th-th-thunder, thunder

Thunder, feel the thunder (thun-, thun-)
Lightning then the thunder (th-th-thunder, thunder)
Thunder, feel the thunder (thun-, thun-)
Lightning then the thunder, thunder (th-th-thunder, thunder)

Thunder
Thunder",1
